ID,Archive,Year,Type,Topic,Origin,Destination,Author,Addressee,Keywords
PSCR0637,Arquivo Nacional da Torre do Tombo,1788-1790,particular,crítica,"Portugal, Faro","Portugal, Setúbal","Nicolau de Santo
							Agostinho",Ana Vitória,"Reproches,Pecado,Confesor,Consejos,Consuelo,Guía espiritual"
PSCR0638,Arquivo Nacional da Torre do Tombo,1788-1790,particular,encorajamento,"Portugal, Faro","Portugal, Setúbal",Nicolau de Santo Agostinho,Ana Vitória,
PSCR0639,Arquivo Nacional da Torre do Tombo,1785,familiar,pedido,"Portugal, Viana",,Rosa Maria,Luís António Viana,"Familia,Correspondencia,Ayuda,Enfermedad"
PSCR0640,Arquivo Nacional da Torre do Tombo,1786,familiar,pedido,"Portugal, Viana",,Rosa Maria,Luís António Viana,"Familia,Ayuda,Pobreza,Viajes"
PSCR0641,Arquivo Nacional da Torre do Tombo,1731,familiar,declaração,"Portugal, Guarda, Teixedo",,José Mendes,Francisco de Almeida,"Prisión,Consuelo,Consejos,Confesión"
PSCR0642,Arquivo Nacional da Torre do Tombo,1737,familiar,crítica,"Portugal, Viseu, Cercosa","América, Brasil, Pará, Belém",Domingas Rodrigues,Luís dos Santos,"Reproches,Brasil,Textiles,Viajes,Familia,Negocios"
PSCR0643,Arquivo Nacional da Torre do Tombo,1749,ami.,notícias,"América, Brasil, Pará, Belém",,António José Correia,Tomé Miranda,"Adulterio,Fuga,Inquisición,Correspondencia"
PSCR0644,"Arquivo Nacional da Torre do
                            Tombo",1735,familiar,crítica,"Portugal, Viseu, Campia, Fiães","América, Brasil, Pará, Belém",Pedro Francisco,"Luís dos
                            Santos","Familia,Defunción,Correspondencia,Reproches,Documentación,Dinero"
PSCR0645,Arquivo Nacional da Torre do Tombo,1757,amor,queixa,"Portugal, Lisboa",S.l.,Margarida Engrácia Rosa,Luís da Costa Martins,"Correspondencia,Familia,Promesas,Dinero,Ropa"
PSCR0646,Arquivo Nacional da Torre do Tombo,1757,familiar,queixa,"Portugal, Lisboa",S.l.,José da Costa Martins,Luís da Costa Martins,"Correspondencia,Correo,Familia,Reproches"
PSCR0647,Arquivo Nacional da Torre do Tombo,1756,familiar,notícias,"Portugal, Lisboa, Calçada de Santana",S.l.,José da Costa Martins,Luís da Costa Martins,Terremoto de Lisboa
PSCR0648,"Arquivo Nacional da Torre do
                            Tombo",1741,familiar,notícias,"Portugal, Viseu, Campia, Fiães","América, Brasil, Pará, Belém",Pedro Francisco,"Luís dos
                            Santos","Amistad,Añoranza,Viajes,Marítimo,Correspondencia"
PSCR0649,Arquivo Nacional da Torre do Tombo,1736,familiar,crítica,"Portugal, Viseu, Cercosa","América, Brasil, Pará, Belém",Domingas Rodrigues,Luís dos Santos,"Reproches,Rumores,Adulterio,Textiles,Dinero"
PSCR0650,"Arquivo Nacional da Torre do
                            Tombo",1741,familiar,reclamação,"Portugal, Lisboa","América, Brasil, Pará, Belém","Manuel
                            Rodrigues","Luís dos
                            Santos","Reproches,Correo,Correspondencia"
PSCR0651,Arquivo Nacional da Torre do Tombo,1738,familiar,notícias,"Portugal, Lisboa","América, Brasil, Pará, Belém",Manuel Rodrigues,Luís dos Santos,"Familia,Pobreza,Correspondencia"
PSCR0652,Arquivo Nacional da Torre do Tombo,1740,ami.,pedido,"América, Brasil, Pará, Belém",S.l.,Luís dos Santos,Manuel da Cruz,"Familia,Correspondencia"
PSCR0653,Arquivo Nacional da Torre do Tombo,1733,familiar,notícias,"Portugal, Pinhel, Ribeira do Freixo","Portugal, Lisboa, Santa Apolónia",António José de Andrade,António Ribeiro de Andrade Velho,"Familia,Añoranza,Defunción"
PSCR0654,Arquivo Nacional da Torre do Tombo,1796,ami.,notícias,"Portugal, Lisboa","Portugal, Lagos",Maria Inês,Catarina de Jesus,"Correspondencia,Convento,Ofensas,Remedios,Añoranza"
PSCR0655,Arquivo Nacional da Torre do Tombo,1754,ami.,conselho,"Portugal, Lisboa, Cárcere da Inquisição","Portugal, Lisboa",Maria do Espírito Santo,Antónia Maria Xavier,"Consejos,Dinero,Ropa"
PSCR0656,Arquivo Nacional da Torre do Tombo,1754,ami.,conselho,"Portugal, Lisboa, Cárcere da Inquisição","Portugal, Lisboa, Mártires",Maria do Espírito Santo,Antónia Maria Xavier,"Consejos,Religiosidad popular,Confesor"
PSCR0657,Arquivo Nacional da Torre do Tombo,1754,amor,notícias,"Portugal, Lisboa","Portugal, Lisboa",Maria do Espírito Santo,Francisco de São Joaquim,"Avisos,Religiosidad popular,Oración"
PSCR0658,Arquivo Nacional da Torre do Tombo,1754,amor,notícias,"Portugal, Lisboa","Portugal, Lisboa",Francisco de São Joaquim,Maria do Espírito Santo,"Confesor,Amor,Cita,Secretos,Vida cotidiana"
PSCR0660,Arquivo Nacional da Torre do Tombo,1754,amor,notícias,"Portugal, Lisboa","Portugal, Lisboa",Francisco de São Joaquim,Maria do Espírito Santo,"Cita,Secretos"
PSCR0661,Arquivo Nacional da Torre do Tombo,1754,amor,notícias,"Portugal, Lisboa","Portugal, Lisboa",Francisco de São Joaquim,Maria do Espírito Santo,"Cita,Secretos,Presentes,Vida cotidiana"
PSCR0663,Arquivo Nacional da Torre do Tombo,1754,amor,aviso,"Portugal, Lisboa","Portugal, Lisboa",Francisco de São Joaquim,Maria do Espírito Santo,"Inquisición,Testigos"
PSCR0664,"Arquivo Nacional da Torre do
                            Tombo",1754,amor,notícias,"Portugal, Lisboa","Portugal, Lisboa","Maria do Espírito
                            Santo","Francisco de São
                            Joaquim","Amor,Inquisición,Enfermedad,Embarazo,Añoranza"
PSCR0665,Arquivo Nacional da Torre do Tombo,1754,amor,encorajamento,"Portugal, Lisboa","Portugal, Lisboa",Francisco de São Joaquim,Maria do Espírito Santo,"Inquisición,Denuncia,Consuelo,Cita,Correspondencia,Secretos"
PSCR0666,"Arquivo Nacional da Torre do
							Tombo",1766,familiar,queixa,S.l.,"Portugal, Lisboa",Anónima58,Francisca Rosa de Sousa,Matrimonio
PSCR0667,Arquivo Nacional da Torre do Tombo,1766,familiar,queixa,"Portugal, Lisboa","Portugal, Lisboa",António da Cunha e Sousa,Joana Maria da Cunha Sotomaior,"Matrimonio,Conflicto"
PSCR0668,Arquivo Nacional da Torre do Tombo,1770-1779,familiar,pedido,S.l.,"Portugal, Lisboa",Maria Inácia,Gertrudes Felizarda Cogominho Pavia e Vasconcelos Sardinha,"Limosna,Salud,Tabaco"
PSCR0669,Arquivo Nacional da Torre do Tombo,1770-1779,familiar,agradecimento,S.l.,"Portugal, Lisboa",Maria Inácia,Gertrudes Felizarda Cogominho Pavia e Vasconcelos Sardinha,"Limosna,Ropa"
PSCR0670,"Arquivo Nacional da Torre do
							Tombo",1770-1779,familiar,agradecimento,S.l.,"Portugal, Lisboa",Maria Inácia,Gertrudes Felizarda Cogominho Pavia e Vasconcelos Sardinha,"Alimentos,Tabaco,Limosna"
PSCR0671,Arquivo Nacional da Torre do Tombo,1770-1779,familiar,agradecimento,S.l.,"Portugal, Lisboa",Maria Inácia,Gertrudes Felizarda Cogominho Pavia e Vasconcelos Sardinha,"Ropa,Limosna,Salud"
PSCR0672,Arquivo Nacional da Torre do Tombo,1770-1779,familiar,justificação,S.l.,"Portugal, Lisboa",Maria Inácia,Gertrudes Felizarda Cogominho Pavia e Vasconcelos Sardinha,"Ropa,Alimentos,Limosna,Salud"
PSCR0673,"Arquivo Nacional da Torre do
							Tombo",1770-1779,familiar,pedido,S.l.,"Portugal, Lisboa",Maria Inácia,Gertrudes Felizarda Cogominho Pavia e Vasconcelos Sardinha,"Limosna,Dinero"
PSCR0675,Arquivo Nacional da Torre do Tombo,1734,amor,apresentação de desculpas,"Brasil, Salvador da Bahia","Brasil, Rio de Janeiro",Manuel Soares de Vasconcelos,Isabel Gomes da Veiga,"Disculpas,Matrimonio,Prisión"
PSCR0676,Arquivo Nacional da Torre do Tombo,1733,familiar,acusação,"Brasil, Rio de Janeiro","Brasil, Salvador da Bahia",Isabel Gomes da Veiga,Manuel Soares de Vasconcelos,"Prisión,Traición,Reproches,Matrimonio"
PSCR0682,Arquivo Nacional da Torre do Tombo,1720,particular,declaração,"Portugal, Viana, Vila Nova de Cerveira","Portugal, Moncorvo, Ferreira das Aves",Teodósia Josefa do Sacramento,Anónimo479,"Convento,Secretos,Acusación"
PSCR0683,Arquivo Nacional da Torre do Tombo,1720,particular,pedido,"Portugal, Moncorvo, Ferreira das Aves",,Teodósia Josefa do Sacramento,Anónimo479,"Confesión,Acusación,Defensa"
PSCR0684,Arquivo Nacional da Torre do Tombo,1720,particular,pedido,"Portugal, Moncorvo, Ferreira das Aves",,Teodósia Josefa do Sacramento,Anónimo479,"Confesión,Defensa"
PSCR0685,Arquivo Nacional da Torre do Tombo,1725,familiar,ameaça,"Portugal, Moncorvo, Freixo de Espada à Cinta",,Branca Rodrigues,Luísa Mendes,"Judaísmo,Testigos"
PSCR0687,Arquivo Nacional da Torre do Tombo,1753,particular,extorsão,"Portugal, Lisboa","Portugal, Lisboa",Luís António de Brito de Melo,Manuel Rodrigues Leão,"Amenazas,Secretos,Judaísmo"
PSCR0690,Arquivo Nacional da Torre do Tombo,1702,particular,pedido,"Portugal, Viseu, Azurara da Beira, Tibaldinho","Portugal, Viseu",António Pinto da Costa,Bernardo Carneiro de Figueiredo,
PSCR0692,Arquivo Distrital de Setúbal,1723,particular,pedido,"Portugal, Setúbal, Azeitão, Lagar dos Marmelinhos",,João Ribeiro,António Antunes,"Merced,Deudas"
PSCR0693,The National Archives,1758,familiar,notícias,Curaçao,"Holanda, Amesterdão",Jacob Semach Aboab,[Ribca] Semach Aboab,"Familia,Correspondencia,Viajes"
PSCR0694,The National Archives,1758,ami.,aviso,Curaçao,"Holanda, Amesterdão",Simha Pardo,Samuel Machorro,"Mercancías,Dinero,Negocios"
PSCR0695,The National Archives,1758,familiar,notícias,Curaçao,"Holanda, Amesterdão",José Levi Maduro,Salomão Levi Maduro,"Salud,Viajes,Fiesta religiosa"
PSCR0696,The National Archives,1758,familiar,notícias,Curaçao,"Holanda, Amesterdão",David,Salomão de Lima,"Matrimonio,Guerra"
PSCR0704,Arquivo Nacional da Torre do Tombo,1798,particular,queixa,"Portugal, Alenquer, Bombarral","Portugal, Alenquer, Sanguinhal",Martinho Afonso Henriques de Melo,José da Cunha Fialho,"Propiedades,Conflicto,Denuncia"
PSCR0705,Arquivo Nacional da Torre do Tombo,1798,particular,pedido,"Portugal, Alenquer, Bombarral","Portugal, Alenquer, Sanguinhal",Martinho Afonso Henriques de Melo,José da Cunha Fialho,"Propiedades,Conflicto,Denuncia"
PSCR0706,Arquivo Nacional da Torre do Tombo,1798,familiar,informação,"Portugal, Barcelos","Portugal, Lisboa",Constantino de Sá Felgueiras,Joaquim de Sá Felgueiras,"Prisión,Deserción"
PSCR0714,Arquivo Nacional da Torre do Tombo,1786,ami.,instruções,"Portugal, Beja",S.l.,Manuel do Cenáculo Vilas Boas,João António de Sequeira,Correspondencia
PSCR0715,Arquivo Nacional da Torre do Tombo,1773,ami.,pedido,S.l.,S.l.,Sebastião Maldonado,André José de Azevedo de Vasconcelos,"Correspondencia,Deudas"
PSCR0716,Arquivo Nacional da Torre do Tombo,1772,ami.,felicitação,"Portugal, Elvas, Campo Maior",S.l.,Rodrigo de Aguilar Brito e Monroy,Álvaro José de Vasconcelos,"Fautoría,Familia"
PSCR0717,Arquivo Nacional da Torre do Tombo,1767,ami.,pedido,"Portugal, Lisboa",S.l.,Rodrigo de Noronha Henriques de Castro e Vasconcelos,João António de Sequeira,"Escritura,Propiedades"
PSCR0718,Arquivo Nacional da Torre do Tombo,1731,familiar,pêsames,"Portugal, Elvas, Campo Maior",S.l.,Diogo de Monroy e Vasconcelos,André José de Vasconcelos,Defunción
PSCR0719,Arquivo Nacional da Torre do Tombo,1730,ami.,pedido,"Portugal, Lisboa",S.l.,João de Sá de Menezes e Silva,Luís José de Vasconcelos e Azevedo,"Declaración,Injurias,Honra"
PSCR0720,Arquivo Nacional da Torre do Tombo,1726,ami.,pedido,"Portugal, Vila Viçosa","Portugal, Setúbal, Montijo",João Diogo de Ataíde,Luís José de Vasconcelos e Azevedo,Amistad
PSCR0721,Arquivo Distrital de Bragança,1753,ami.,notícias,"Portugal, Lisboa","[Bragança], [Vale Benfeito]",Manuel Pinto Pereira Sobrinho,António Rodrigues,"Amistad,Viajes,Salud"
PSCR0722,Arquivo Distrital de Bragança,1753,amor,notícias,"Portugal, Lisboa","[Bragança], [Vale Benfeito]",Manuel Pinto Pereira Sobrinho,Maria José,"Amor,Añoranza,Viajes,Matrimonio,Brasil"
PSCR0723,Arquivo Nacional da Torre do Tombo,1722,ami.,votos,"Portugal, Évora, Estremoz",S.l.,Duarte António da Câmara,Luís José de Vasconcelos e Azevedo,"Ejército,Fautoría"
PSCR0724,Arquivo Nacional da Torre do Tombo,1721,familiar,pêsames,"Portugal, Elvas, Campo Maior",S.l.,Estêvão da Gama de Moura e Azevedo,Luís José de Vasconcelos e Azevedo,"Familia,Defunción,Matrimonio"
PSCR0725,Arquivo Nacional da Torre do Tombo,1721,ami.,apresentação de desculpas,"Portugal, Lisboa",S.l.,José da Serra,Luís José de Vasconcelos e Azevedo,"Matrimonio,Amistad"
PSCR0726,Arquivo Nacional da Torre do Tombo,1720,ami.,notícias,"América, Brasil, Maranhão",S.l.,José da Serra,Luís José de Vasconcelos e Azevedo,"Fautoría,Amistad"
PSCR0727,Arquivo Nacional da Torre do Tombo,1716,ami.,agradecimento,"Portugal, Lisboa",S.l.,Sebastião Ribeiro,Luís José de Vasconcelos,Alimentos
PSCR0728,Arquivo Nacional da Torre do Tombo,1716,particular,pedido,"Portugal, Lisboa",S.l.,Manuel de Carvalho Ataíde,Luís José de Vasconcelos,"Deudas,Propiedades"
PSCR0729,Arquivo Nacional da Torre do Tombo,1716,ami.,aviso,"Itália, Roma","Portugal, Lisboa",André de Melo e Castro,Luís José de Vasconcelos,"Correspondencia,Negocios"
PSCR0730,Arquivo Nacional da Torre do Tombo,1715,ami.,pedido,"Itália, Roma","Portugal, Lisboa",André de Melo e Castro,Luís José de Vasconcelos,"Educación,Deudas,Viajes"
PSCR0731,Arquivo Nacional da Torre do Tombo,1708,ami.,garantia,"Portugal, Beja, Serpa","Portugal, Lisboa",Francisco de Melo,Luís José de Vasconcelos,"Prisión,Fautoría"
PSCR0732,Arquivo Nacional da Torre do Tombo,1708,ami.,agradecimento,"Portugal, Lisboa","Portugal, Lisboa",Filipe de Sousa,Luís José de Vasconcelos,"Viajes,Fautoría"
PSCR0733,Arquivo Nacional da Torre do Tombo,1707,ami.,notícias,"Portugal, Elvas","Portugal, Lisboa",António Caetano Luís de Sousa,Luís José de Vasconcelos,"Violencia,Guerra"
PSCR0734,Arquivo Nacional da Torre do Tombo,1707,ami.,pedido,"Portugal, Elvas","Portugal, Lisboa",Bernardim Freire de Andrade,Luís José de Vasconcelos e Azevedo,"Viajes,Mudanza,Vivienda"
PSCR0735,Arquivo Nacional da Torre do Tombo,1707,ami.,votos,"Portugal, Lisboa","Portugal, Lisboa",Sebastião de Magalhães,Luís José de Vasconcelos e Azevedo,Fautoría
PSCR0736,Arquivo Nacional da Torre do Tombo,1707,ami.,aviso,"Portugal, Lisboa","Portugal, Lisboa",Tristão da Cunha,Luís José de Vasconcelos e Azevedo,"Fautoría,Familia"
PSCR0737,Arquivo Nacional da Torre do Tombo,1707,particular,promessa,"Portugal, Lisboa","Portugal, Lisboa",Tristão da Cunha de Ataíde e Melo,Luís José de Vasconcelos,Viajes
PSCR0738,Arquivo Nacional da Torre do Tombo,1707,ami.,notícias,"Portugal, Évora, Estremoz","Portugal, Lisboa",Luís Bernardo de Távora,Luís José de Vasconcelos,"Honor,Viajes"
PSCR0739,Arquivo Nacional da Torre do Tombo,1706,ami.,notícias,"Portugal, Évora, Estremoz","Portugal, Lisboa",Cristóvão Correia,Luís José de Vasconcelos,Conflicto
PSCR0740,Arquivo Nacional da Torre do Tombo,1706,ami.,notícias,"Portugal, Elvas",Lisboa,Afonso Francisco Furtado de Castro do Rio e Mendonça,Luís José de Vasconcelos e Azevedo,"Correspondencia,Amistad"
PSCR0741,Arquivo Nacional da Torre do Tombo,1706,ami.,felicitação,"Portugal, Lagos",Lisboa,João Lencastre,Luís José de Vasconcelos e Azevedo,"Ejército,Amistad"
PSCR0742,Arquivo Nacional da Torre do Tombo,1704,ami.,declaração,"Portugal, Elvas",Lisboa,Dinis de Melo e Castro,Luís José de Vasconcelos e Azevedo,"Amistad,Ayuda,Familia"
PSCR0743,Arquivo Nacional da Torre do Tombo,1704,ami.,notícias,"Portugal, Lisboa",Lisboa,João Diogo de Sousa e Ataíde,Luís José de Vasconcelos e Azevedo,Ejército
PSCR0744,Arquivo Nacional da Torre do Tombo,1703,ami.,pedido,"Portugal, Elvas",Lisboa,João Furtado de Mendonça,Luís José de Vasconcelos e Azevedo,"Ejército,Administración,Instituciones,Merced"
PSCR0745,Arquivo Nacional da Torre do Tombo,1790,familiar,agradecimento,"Portugal, Lisboa",,Duarte de Sousa Coutinho,Anónimo559,"Familia,Amistad,Alimentos"
PSCR0746,Arquivo Nacional da Torre do Tombo,1786,ami.,notícias,"Portugal, Leiria",,Lourenço de Lencastre,João António Sequeira,"Amistad,Disculpas"
PSCR0747,Arquivo Nacional da Torre do Tombo,1785,ami.,notícias,"Ilha Terceira, Angra do Heroísmo",,Pedro Pimentel Ortiz de Melo e Castro Brito do Rio,João António Sequeira,"Agricultura,Mercancías,Alimentos,Deudas"
PSCR0748,Arquivo Nacional da Torre do Tombo,1770,ami.,notícias,"Portugal, Lisboa",,Pedro Pimentel Ortiz de Melo e Castro Brito do Rio,João António Sequeira,"Mercancías,Compraventa,Transportes,Dinero,Alimentos"
PSCR0749,Arquivo Nacional da Torre do Tombo,1756,ami.,cumprimentos,"Portugal, Porto",,José Pedro Vergolino,Anónimo560,"Amistad,Deudas"
PSCR0750,Arquivo Nacional da Torre do Tombo,1730,familiar,pedido,"Brasil, Rio de Janeiro","Brasil, Salvador da Bahia",Isabel Gomes da Veiga,Manuel Soares de Vasconcelos,"Traición,Reproches,Matrimonio"
PSCR1501,Arquivo Nacional da Torre do Tombo,1766,particular,Informação,"América, Brasil, Borba","América, Brasil, São José do Rio Negro",Luís da Cunha de Eça e Castro,José Monteiro de Noronha,"Brasil,Adulterio,Inquisición,Indígenas"
PSCR1502,Arquivo Histórico Nacional de Cabo Verde,1773,particular,pedido,"África, Cabo Verde, Praia",S.l.,Manuel Tavares da Silva,José de Évora Macedo,"Deudas,Africa,Ejército"
PSCR1503,Arquivo Histórico Nacional de Cabo Verde,1789,particular,pedido,"África, Cabo Verde, Ribeira Grande",S.l.,José Robalo de Gamboa,Manuel António,"Deudas,Africa,Bebidas"
PSCR1504,Arquivo Histórico Nacional de Cabo Verde,1789,particular,pedido,"Africa, Cabo Verde, Ribeira Grande",S.l.,Manuel António,José Robalo de Gamboa,"Deudas,Cita,Africa"
PSCR1505,Arquivo Histórico Nacional de Cabo Verde,1789,particular,informação,"África, Cabo Verde, Ribeira Grande",S.l.,José Robalo de Gamboa,Manuel António,"Deudas,Cita,Africa"
PSCR1506,Arquivo Municipal de Lisboa,1754,particular,notificação,"Portugal, Lisboa",S.l.,António Cardoso Cáceres,Martinho Velho da Rocha Oldemburgo,"Obras,Justicia,Instituciones"
PSCR1507,Arquivo Municipal de Lisboa,1706,particular,protesto,"Portugal, Lisboa",S.l.,António Mendes de Pimentel,Bernardino de Andrade,"Propiedades,Justicia,Instituciones"
PSCR1508,Arquivo Municipal de Lisboa,1700-1799,particular,notificação,"Portugal, Lisboa",S.l.,Liberato José,Anónimo390,"Cofradía,Instituciones"
PSCR1509,Biblioteca Pública e Arquivo Regional de Angra do Heroísmo,1773,particular,aviso,"Portugal, Açores, Terceira, Angra do Heroísmo","Portugal, Açores, Terceira, Angra do Heroísmo",António Rodrigues Coelho,Jerónimo da Fonseca e Betencourt,"Amistad,Deudas,Justicia"
PSCR1511,Arquivo Nacional da Torre do Tombo,1793,ami.,pedido,"Portugal, Lisboa","Portugal, Lisboa",Meneses,Anónimo401,"Amistad,Justicia,Prisión,Avisos"
PSCR1512,Arquivo Nacional da Torre do Tombo,1793,particular,notícias,"Portugal, Lisboa","Portugal, Lisboa",Anónimo402,Anónimo403,"Amistad,Justicia,Prisión"
PSCR1513,Arquivo Nacional da Torre do Tombo,1793,particular,pedido,"Portugal, Lisboa","Portugal, Lisboa",Aires,António de Melo,"Amistad,Justicia,Prisión,Mediador"
PSCR1514,Arquivo Nacional da Torre do Tombo,1793,particular,pedido,"Portugal, Lisboa","Portugal, Lisboa",Manuel Rodrigues,António de Melo,"Amistad,Justicia,Prisión,Ayuda"
PSCR1515,Arquivo Nacional da Torre do Tombo,1770,particular,justificação,"Portugal, Lisboa","Portugal, Setúbal",Manuel Pedro de Horta Salema de Carvalho,Francisco Xavier da Gama Sodré,"Inquisición,Deudas,Justicia,Escribanos,Cofradía"
PSCR1516,Arquivo Nacional da Torre do Tombo,1737,particular,apresentação de desculpas,"América, Brasil, Parnamirim",S.l.,Francisco Afonso Barbosa,Francisco Carnoto Vilas Boas,"Dinero,Deudas,Negocios,Meteorología,Alimentos"
PSCR1517,Arquivo Nacional da Torre do Tombo,1737,particular,pedido,"América, Brasil, Parnamirim",S.l.,Francisco Afonso Barbosa,Manuel de Brito Casado,"Negocios,Agricultura,Alimentos"
PSCR1518,Arquivo Nacional da Torre do Tombo,1736,particular,pedido,"América, Brasil, São Salvador da Bahia",S.l.,Francisco Carnoto Vilas Boas,Francisco Afonso Barbosa,"Dinero,Deudas,Cita"
PSCR1519,Arquivo Nacional da Torre do Tombo,1736,particular,garantia,S.l.,S.l.,Francisco Afonso Barbosa,Francisco Carnoto Vilas Boas,"Deudas,Promesas,Dinero,Negocios"
PSCR1520,Arquivo Nacional da Torre do Tombo,1793,particular,aviso,"Portugal, Évora","Portugal, Évora",Mariana do Carmo,José Francisco da Cruz,"Avisos,Denuncia,Inquisición,Pecado,Confesión,Confesor"
PSCR1521,Arquivo Nacional da Torre do Tombo,[1741,amor,queixa,"Portugal, Leiria, convento de Santo António","Portugal, Alenquer, Óbidos, freguesia de S. Pedro, Rua Direita",Francisco de Assis,Maria Antónia da Encarnação,"Amor,Amenazas"
PSCR1522,Arquivo Nacional da Torre do Tombo,[1741,amor,expressão de amor,"Portugal, Leiria, convento de Santo António","Portugal, Alenquer, Óbidos, freguesia de S. Pedro, Rua Direita",Francisco de Assis,Maria Antónia da Encarnação,"Amor,Añoranza"
PSCR1523,Arquivo Nacional da Torre do Tombo,[1741,amor,notícias,S.l.,"Portugal, Alenquer, Óbidos, freguesia de S. Pedro, Rua Direita",Francisco de Assis,Maria Antónia da Encarnação,"Amor,Medicamentos,Añoranza"
PSCR1524,Arquivo Nacional da Torre do Tombo,[1741,amor,notícias,"Portugal, Leiria, convento de Santo António","Portugal, Alenquer, Óbidos, freguesia de S. Pedro, Rua Direita",Francisco de Assis,Maria Antónia da Encarnação,"Amor,Añoranza,Cita"
PSCR1525,Arquivo Nacional da Torre do Tombo,[1741,amor,queixa,"Portugal, Leiria, convento de Santo António","Portugal, Alenquer, Óbidos, freguesia de S. Pedro",Francisco de Assis,Maria Antónia da Encarnação,"Amor,Avisos"
PSCR1526,Arquivo Nacional da Torre do Tombo,[1745,particular,notícias,"Portugal, Elvas, freguesia de Santo Ildefonso","Portugal, Évora, Estremoz",Francisco de Assis,Pedro Duarte,"Familia,Reproches,Viajes"
PSCR1527,Arquivo Nacional da Torre do Tombo,1737,ami.,notícias,"Portugal, Viana do Castelo, Campo da Feira","Portugal, Viana do Castelo, Mosteiro de S. Bento",Teresa Maria de Jesus,Josefa Maria do Espírito Santo,"Confesión,Confesor"
PSCR1528,Arquivo Nacional da Torre do Tombo,1737,ami.,notícias,"Portugal, Viana do Castelo, Campo da Feira","Portugal, Viana do Castelo, Mosteiro de S. Bento",Teresa Maria de Jesus,Josefa Maria do Espírito Santo,"Salud,Ayuda,Correspondencia"
PSCR1529,Arquivo Nacional da Torre do Tombo,1737,ami.,conselho,S.l.,"Portugal, Viana do Castelo, Mosteiro de S. Bento",Teresa Maria de Jesus,Ana Maria Teresa de Jesus,"Oración,Promesas,Espiritualidad"
PSCR1530,Arquivo Nacional da Torre do Tombo,1737,ami.,pedido,S.l.,"Portugal, Viana do Castelo, Mosteiro de S. Bento",Teresa Maria de Jesus,Ana Maria Teresa de Jesus,"Correspondencia,Amistad,Añoranza"
PSCR1531,Arquivo Nacional da Torre do Tombo,1737,ami.,pedido,S.l.,"Portugal, Viana do Castelo, Mosteiro de S. Bento",Teresa Maria de Jesus,Ana Maria Teresa de Jesus,"Salud,Correspondencia"
PSCR1532,Arquivo Nacional da Torre do Tombo,1737,ami.,agradecimento,S.l.,"Portugal, Viana do Castelo, Mosteiro de S. Bento",Teresa Maria de Jesus,Ana Maria Teresa de Jesus,"Correspondencia,Oración,Espiritualidad"
PSCR1533,Arquivo Nacional da Torre do Tombo,1737,ami.,notícias,S.l.,"Portugal, Viana do Castelo, Mosteiro de S. Bento",Teresa Maria de Jesus,Ana Maria Teresa de Jesus,"Espiritualidad,Amor"
PSCR1534,Arquivo Nacional da Torre do Tombo,1760-1761,amor,pergunta,S.l.,S.l.,Filipe de Jesus Maria,Anónima63,"Amor,Celos"
PSCR1535,Arquivo Nacional da Torre do Tombo,1718,particular,pedido,"Portugal, Lisboa, convento das Flamengas de Alcântara",S.l.,Joana Maria de Nazaré,João Fernandes,"Hechicería,Convento,Defunción,Magia"
PSCR1538,Biblioteca Pública e Arquivo Regional de Angra do Heroísmo,1769,particular,pedido,"Açores, Terceira, Angra","Açores, Terceira, Angra",Manuel Caetano Pacheco de Melo,António Geraldes Teive e Sampaio,"Rentas,Deudas,Justicia"
PSCR1539,Biblioteca Pública e Arquivo Regional de Angra do Heroísmo,1769,particular,justificação,"Açores, Terceira, Angra","Açores, Terceira, Angra",António Geraldes Teive e Sampaio,Manuel Caetano Pacheco de Melo,"Rentas,Deudas,Justicia"
PSCR1540,"Biblioteca Pública e Arquivo Regional de
							Angra do Heroísmo",1754,particular,conclusões,"Açores, Terceira, Vila da Praia","Açores, Terceira, Angra",Vicente Cardoso Velho,Dom Frei Valério do Sacramento,"Iglesia,Instrumentos,Objetos religiosos"
PSCR1541,Biblioteca Pública e Arquivo Regional de Angra do Heroísmo,1781,particular,pedido,"Portugal, Açores, Terceira, Angra","Açores, Terceira, Angra",Francisco Coelho de Melo,Bento Ribeiro do Vale,"Deudas,Justicia,Herencia,Préstamo,Dinero"
PSCR1543,Biblioteca Pública e Arquivo Regional de Angra do Heroísmo,1781,particular,pedido,"Portugal, Açores, Terceira, Angra","Açores, Terceira, Angra",Francisco Coelho de Melo,Bento Ribeiro do Vale,"Deudas,Justicia,Herencia,Préstamo,Dinero"
PSCR1544,Biblioteca Pública e Arquivo Regional de Angra do Heroísmo,1780,particular,pedido,"Portugal, Açores, Terceira, Angra","Açores, Terceira, Angra",Francisco Coelho de Melo,Bento Ribeiro do Vale,"Deudas,Justicia,Herencia,Préstamo,Dinero"
PSCR1545,Arquivo Nacional da Torre do Tombo,1702,particular,queixa,"Portugal, Lisboa",,Jorge Mendes Nobre,Anónimo507,"Negocios,Compraventa,Reproches"
PSCR1546,Arquivo Nacional da Torre do Tombo,1702,particular,pedido,"Portugal, Lisboa",[Lisboa],José Manem,Francisco Mendes de Castro,"Deudas,Ayuda"
PSCR1547,Arquivo Nacional da Torre do Tombo,1702,particular,notícias,[Lisboa],[Lisboa],Francisco Mendes de Castro,Diogo Mendes Sola,Negocios
